frame_index,class,p10,p11,p20,p21
11591,1,1044,555,1073,584
11591,2,1000,586,1026,619
11591,3,947,521,970,548
11591,4,941,523,968,553
11592,0,989,603,1017,632
11592,1,1044,555,1073,584
11592,2,1000,586,1026,619
11592,3,947,521,970,548
11592,4,941,523,968,553
11593,0,989,603,1017,632
11593,1,1044,555,1073,584
11593,2,1000,586,1026,619
11593,3,947,521,970,548
11593,4,941,523,968,553
11594,0,989,603,1017,632
11594,1,1044,555,1073,584
11594,2,1000,586,1026,619
11594,3,947,521,970,548
11594,4,941,523,968,553
11595,0,989,603,1017,632
11595,1,1044,555,1073,584
11595,2,1000,586,1026,619
11595,3,947,521,970,548
11595,4,941,523,968,553
11596,0,989,603,1017,632
11596,1,1044,555,1073,584
11596,2,1000,586,1026,619
11596,3,947,521,970,548
11596,4,941,523,968,553
11597,0,989,603,1017,632
11597,1,1044,555,1073,584
11597,2,1000,586,1026,619
11597,3,946,521,969,548
11597,4,941,523,968,553
11598,0,989,603,1017,632
11598,1,1044,555,1073,584
11598,2,1000,586,1026,619
11598,3,946,521,969,548
11598,4,941,523,968,553
11599,0,989,603,1017,632
11599,1,1045,555,1074,584
11599,2,1000,586,1026,619
11599,3,946,521,969,548
11599,4,941,523,968,553
11600,0,989,603,1017,632
11600,1,1045,555,1074,584
11600,2,1000,586,1026,619
11600,3,946,521,969,548
11600,4,940,523,967,553
11601,0,989,603,1017,632
11601,1,1045,555,1074,584
11601,2,1000,586,1026,619
11601,3,946,521,969,548
11601,4,940,523,967,553
11602,0,989,603,1017,632
11602,1,1045,555,1074,584
11602,2,1000,586,1026,619
11602,3,946,521,969,548
11602,4,940,523,967,553
11603,0,989,603,1017,632
11603,1,1045,555,1074,584
11603,2,1000,586,1026,619
11603,3,946,521,969,548
11603,4,940,523,967,553
11604,0,989,603,1017,632
11604,1,1045,555,1074,584
11604,2,1000,586,1026,619
11604,3,946,520,969,547
11604,4,940,523,967,553
11605,0,989,603,1017,632
11605,1,1045,555,1074,584
11605,2,1000,586,1026,619
11605,3,946,520,969,547
11605,4,940,523,967,553
11606,0,989,603,1017,632
11606,1,1045,555,1074,584
11606,2,1000,586,1026,619
11606,3,946,520,969,547
11606,4,940,523,967,553
11607,0,989,603,1017,632
11607,1,1045,555,1074,584
11607,2,1000,586,1026,619
11607,3,946,520,969,547
11607,4,940,523,967,553
11608,0,989,603,1017,632
11608,1,1045,555,1074,584
11608,2,1000,586,1026,619
11608,3,946,520,969,547
11608,4,940,523,967,553
11609,0,989,603,1017,632
11609,1,1045,555,1074,584
11609,2,1000,586,1026,619
11609,3,946,520,969,547
11609,4,940,523,967,553
11610,0,989,603,1017,632
11610,1,1045,555,1074,584
11610,2,1000,586,1026,619
11610,3,946,520,969,547
11610,4,940,523,967,553
11611,0,989,603,1017,632
11611,1,1045,555,1074,584
11611,2,1000,586,1026,619
11611,3,946,520,969,547
11611,4,940,522,967,552
11612,0,989,603,1017,632
11612,1,1045,555,1074,584
11612,2,1000,586,1026,619
11612,3,946,520,969,547
11612,4,940,522,967,552
11613,0,989,603,1017,632
11613,1,1045,555,1074,584
11613,2,1000,586,1026,619
11613,3,946,520,969,547
11613,4,940,522,967,552
11614,0,989,603,1017,632
11614,1,1045,555,1074,584
11614,2,1000,586,1026,619
11614,3,946,520,969,547
11614,4,940,522,967,552
11615,0,989,603,1017,632
11615,1,1045,555,1074,584
11615,2,1000,586,1026,619
11615,3,946,520,969,547
11615,4,940,522,967,552
11616,0,989,603,1017,632
11616,1,1045,555,1074,584
11616,2,1000,586,1026,619
11616,3,946,520,969,547
11616,4,940,522,967,552
11617,0,989,603,1017,632
11617,1,1045,555,1074,584
11617,2,1000,586,1026,619
11617,3,946,520,969,547
11617,4,940,522,967,552
11618,0,989,603,1017,632
11618,1,1045,555,1074,584
11618,2,1000,586,1026,619
11618,3,946,520,969,547
11618,4,940,522,967,552
11619,0,989,603,1017,632
11619,1,1045,555,1074,584
11619,2,1000,586,1026,619
11619,3,945,520,968,547
11619,4,940,522,967,552
11620,0,990,603,1017,632
11620,1,1045,555,1074,584
11620,2,1000,586,1026,619
11620,3,945,520,968,547
11620,4,940,522,967,552
11621,0,990,603,1017,632
11621,1,1045,555,1074,584
11621,2,1000,586,1026,619
11621,3,945,520,968,547
11621,4,940,522,967,552
11622,0,990,603,1017,632
11622,1,1045,555,1074,584
11622,2,1000,586,1026,619
11622,3,945,520,968,547
11622,4,940,522,967,552
11623,0,990,603,1017,632
11623,1,1045,555,1074,584
11623,2,1000,586,1026,619
11623,3,945,519,968,546
11623,4,940,522,967,552
11624,0,990,603,1017,632
11624,1,1045,555,1074,584
11624,2,1000,586,1026,619
11624,3,945,519,968,546
11624,4,940,522,967,552
11625,0,990,603,1017,632
11625,1,1045,555,1074,584
11625,2,1000,586,1026,619
11625,3,945,519,968,546
11625,4,940,522,967,552
11626,0,990,603,1017,632
11626,1,1045,555,1074,584
11626,2,1000,586,1026,619
11626,3,945,519,968,546
11626,4,940,522,967,552
11627,0,990,603,1017,632
11627,1,1045,555,1074,584
11627,2,1000,586,1026,619
11627,3,945,519,968,546
11627,4,939,522,966,552
11628,0,990,603,1017,632
11628,1,1045,555,1074,584
11628,2,1000,586,1026,619
11628,3,945,519,968,546
11628,4,939,522,966,552
11629,0,990,603,1017,632
11629,1,1045,555,1074,584
11629,2,1000,586,1026,619
11629,3,945,519,968,546
11629,4,939,522,966,552
11630,0,990,603,1017,632
11630,1,1045,555,1074,584
11630,2,1000,586,1026,619
11630,3,945,519,968,546
11630,4,939,522,966,552
11631,0,990,603,1017,632
11631,1,1045,555,1074,584
11631,2,1000,586,1026,619
11631,3,945,519,968,546
11631,4,939,522,966,552
11632,0,990,603,1017,632
11632,1,1045,555,1074,584
11632,2,1000,586,1026,619
11632,3,945,519,968,546
11632,4,939,522,966,552
11633,0,990,603,1017,632
11633,1,1045,555,1074,584
11633,2,1000,586,1026,619
11633,3,945,519,968,546
11633,4,939,522,966,552
11634,0,990,603,1017,632
11634,1,1045,555,1074,584
11634,2,1000,586,1026,619
11634,3,945,519,968,546
11634,4,939,522,966,552
11635,0,990,603,1017,632
11635,1,1045,555,1074,584
11635,2,1000,586,1026,619
11635,3,945,519,968,546
11635,4,939,522,966,552
11636,0,990,603,1017,632
11636,1,1045,555,1074,584
11636,2,1000,586,1026,619
11636,3,945,519,968,546
11636,4,939,522,966,552
11637,0,990,603,1017,632
11637,1,1045,555,1074,584
11637,2,1000,586,1026,619
11637,3,945,519,968,546
11637,4,939,522,966,552
11638,0,990,603,1017,632
11638,1,1045,555,1074,584
11638,2,1000,586,1026,619
11638,3,945,519,968,546
11638,4,939,522,966,552
11639,0,990,603,1017,632
11639,1,1045,554,1074,583
11639,2,1000,586,1026,619
11639,3,945,519,968,546
11639,4,939,522,966,552
11640,0,990,603,1017,632
11640,1,1045,554,1074,583
11640,2,1000,586,1026,619
11640,3,945,519,968,546
11640,4,939,522,966,552
11641,0,990,603,1017,632
11641,1,1045,554,1074,583
11641,2,1000,586,1026,619
11641,3,944,519,967,546
11641,4,939,521,966,551
11642,0,990,603,1017,632
11642,1,1045,554,1074,583
11642,2,1000,586,1026,619
11642,3,944,518,967,545
11642,4,939,521,966,551
11643,0,990,603,1017,632
11643,1,1045,554,1074,583
11643,2,1000,586,1026,619
11643,3,944,518,967,545
11643,4,939,521,966,551
11644,0,990,603,1017,632
11644,1,1045,554,1074,583
11644,2,1000,586,1026,619
11644,3,944,518,967,545
11644,4,939,521,966,551
11645,0,990,603,1017,632
11645,1,1045,554,1074,583
11645,2,1000,586,1026,619
11645,3,944,518,967,545
11645,4,939,521,966,551
11646,0,990,603,1017,632
11646,1,1045,554,1074,583
11646,2,1000,586,1026,619
11646,3,944,518,967,545
11646,4,939,521,966,551
11647,0,990,603,1017,632
11647,1,1045,554,1074,583
11647,2,1000,586,1026,619
11647,3,944,518,967,545
11647,4,939,521,966,551
11648,0,990,603,1017,632
11648,1,1045,554,1074,583
11648,2,1000,586,1026,619
11648,3,944,518,967,545
11648,4,939,521,966,551
11649,0,990,603,1017,632
11649,1,1045,554,1074,583
11649,2,1000,586,1026,619
11649,3,944,518,967,545
11649,4,939,521,966,551
11650,0,990,603,1017,632
11650,1,1045,554,1074,583
11650,2,1001,586,1026,619
11650,3,944,518,967,545
11650,4,939,521,966,551
11651,0,990,603,1017,632
11651,1,1045,554,1074,583
11651,2,1001,586,1026,619
11651,3,944,518,967,545
11651,4,939,521,966,551
11652,0,990,603,1017,632
11652,1,1045,554,1074,583
11652,2,1001,586,1026,619
11652,3,944,518,967,545
11652,4,939,521,966,551
11653,0,990,603,1017,632
11653,1,1045,554,1074,583
11653,2,1001,586,1026,619
11653,3,944,518,967,545
11653,4,939,521,966,551
11654,0,990,603,1017,632
11654,1,1045,554,1074,583
11654,2,1001,586,1026,619
11654,3,944,518,967,545
11654,4,938,521,965,551
11655,0,990,603,1017,632
11655,1,1045,554,1074,583
11655,2,1001,586,1026,619
11655,3,944,518,967,545
11655,4,938,521,965,551
11656,0,990,603,1017,632
11656,1,1045,554,1074,583
11656,2,1001,586,1026,619
11656,3,944,518,967,545
11656,4,938,521,965,551
11657,0,990,603,1017,632
11657,1,1045,554,1074,583
11657,2,1001,586,1026,619
11657,3,944,518,967,545
11657,4,938,521,965,551
11658,0,990,603,1017,632
11658,1,1045,554,1074,583
11658,2,1001,586,1026,619
11658,3,944,518,967,545
11658,4,938,521,965,551
11659,0,990,603,1017,632
11659,1,1045,554,1074,583
11659,2,1001,586,1026,619
11659,3,944,518,967,545
11659,4,938,521,965,551
11660,0,989,603,1016,632
11660,1,1045,554,1074,583
11660,2,1001,586,1026,619
11660,3,944,518,967,545
11660,4,938,521,965,551
11661,0,989,603,1016,632
11661,1,1045,554,1074,583
11661,2,1001,586,1026,619
11661,3,944,517,967,544
11661,4,938,521,965,551
11662,0,989,603,1016,632
11662,1,1045,554,1074,583
11662,2,1001,586,1026,619
11662,3,944,517,967,544
11662,4,938,521,965,551
11663,0,989,603,1016,632
11663,1,1045,554,1074,583
11663,2,1001,586,1026,619
11663,3,943,517,966,544
11663,4,938,521,965,551
11664,0,989,603,1016,632
11664,1,1045,554,1074,583
11664,2,1001,586,1026,619
11664,3,943,517,966,544
11664,4,938,521,965,551
11665,0,989,603,1016,632
11665,1,1045,554,1074,583
11665,2,1001,586,1026,619
11665,3,943,517,966,544
11665,4,938,521,965,551
11666,0,989,603,1016,632
11666,1,1045,554,1074,583
11666,2,1001,586,1026,619
11666,3,943,517,966,544
11666,4,938,521,965,551
11667,0,989,603,1016,632
11667,1,1046,554,1075,583
11667,2,1001,586,1026,619
11667,3,943,517,966,544
11667,4,938,521,965,551
11668,0,989,603,1016,632
11668,1,1046,554,1075,583
11668,2,1001,586,1026,619
11668,3,943,517,966,544
11668,4,938,521,965,551
11669,0,989,603,1016,632
11669,1,1046,554,1075,583
11669,2,1001,586,1026,619
11669,3,943,517,966,544
11669,4,938,521,965,551
11670,0,989,603,1016,632
11670,1,1046,554,1075,583
11670,2,1001,586,1026,619
11670,3,943,517,966,544
11670,4,938,521,965,551
11671,0,989,603,1016,632
11671,1,1046,554,1075,583
11671,2,1001,586,1026,619
11671,3,943,517,966,544
11671,4,938,520,965,550
11672,0,989,603,1016,632
11672,1,1046,554,1075,583
11672,2,1001,586,1026,619
11672,3,943,517,966,544
11672,4,938,520,965,550
11673,0,989,603,1016,632
11673,1,1046,554,1075,583
11673,2,1001,586,1026,619
11673,3,943,517,966,544
11673,4,938,520,965,550
11674,0,989,603,1016,632
11674,1,1046,554,1075,583
11674,2,1001,586,1026,619
11674,3,943,517,966,544
11674,4,938,520,965,550
11675,0,989,603,1016,632
11675,1,1046,554,1075,583
11675,2,1001,586,1026,619
11675,3,943,517,966,544
11675,4,938,520,965,550
11676,0,989,603,1016,632
11676,1,1046,554,1075,583
11676,2,1001,586,1026,619
11676,3,943,517,966,544
11676,4,938,520,965,550
11677,0,989,603,1016,632
11677,1,1046,554,1075,583
11677,2,1001,586,1026,619
11677,3,943,517,966,544
11677,4,938,520,965,550
11678,0,989,603,1016,632
11678,1,1046,554,1075,583
11678,2,1001,586,1026,619
11678,3,943,517,966,544
11678,4,938,520,965,550
11679,0,989,603,1016,632
11679,1,1046,554,1075,583
11679,2,1001,586,1026,619
11679,3,943,517,966,544
11679,4,938,520,965,550
11680,0,989,603,1016,632
11680,1,1046,554,1075,583
11680,2,1001,586,1026,619
11680,3,943,517,966,544
11680,4,938,520,965,550
11681,0,989,603,1016,632
11681,1,1046,554,1075,583
11681,2,1001,586,1026,619
11681,3,943,516,966,543
11681,4,938,520,965,550
11682,0,989,603,1016,632
11682,1,1046,554,1075,583
11682,2,1001,586,1026,619
11682,3,943,516,966,543
11682,4,937,520,964,550
11683,0,989,603,1016,632
11683,1,1046,554,1075,583
11683,2,1001,586,1026,619
11683,3,943,516,966,543
11683,4,937,520,964,550
11684,0,989,603,1016,632
11684,1,1046,554,1075,583
11684,2,1001,586,1026,619
11684,3,943,516,966,543
11684,4,937,520,964,550
11685,0,989,603,1016,632
11685,1,1046,554,1075,583
11685,2,1001,586,1026,619
11685,3,942,516,965,543
11685,4,937,520,964,550
11686,0,989,603,1016,632
11686,1,1046,554,1075,583
11686,2,1001,586,1026,619
11686,3,942,516,965,543
11686,4,937,520,964,550
11687,0,989,603,1016,632
11687,1,1046,554,1075,583
11687,2,1001,586,1026,619
11687,3,942,516,965,543
11687,4,937,520,964,550
11688,0,989,603,1016,632
11688,1,1046,554,1075,583
11688,2,1001,586,1026,619
11688,3,942,516,965,543
11688,4,937,520,964,550
11689,0,989,603,1016,632
11689,1,1046,554,1075,583
11689,2,1001,586,1026,619
11689,3,942,516,965,543
11689,4,937,520,964,550
11690,0,989,603,1016,632
11690,1,1046,554,1075,583
11690,2,1001,586,1026,619
11690,3,942,516,965,543
11690,4,937,520,964,550
11691,0,989,603,1016,632
11691,1,1046,554,1075,583
11691,2,1001,586,1026,619
11691,3,942,516,965,543
11691,4,937,520,964,550
11692,0,989,603,1016,632
11692,1,1046,554,1075,583
11692,2,1001,586,1026,619
11692,3,942,516,965,543
11692,4,937,520,964,550
11693,0,989,603,1016,632
11693,1,1046,554,1075,583
11693,2,1001,586,1026,619
11693,3,942,516,965,543
11693,4,937,520,964,550
11694,0,989,603,1016,632
11694,1,1046,554,1075,583
11694,2,1001,586,1026,619
11694,3,942,516,965,543
11694,4,937,520,964,550
11695,0,989,603,1016,632
11695,1,1046,554,1075,583
11695,2,1001,586,1026,619
11695,3,942,516,965,543
11695,4,937,520,964,550
11696,0,989,603,1016,632
11696,1,1046,554,1075,583
11696,2,1001,586,1026,619
11696,3,942,516,965,543
11696,4,937,520,964,550
11697,0,989,603,1016,632
11697,1,1046,554,1075,583
11697,2,1001,586,1026,619
11697,3,942,516,965,543
11697,4,937,520,964,550
11698,0,989,603,1016,632
11698,1,1046,554,1075,583
11698,2,1001,586,1026,619
11698,3,942,516,965,543
11698,4,937,520,964,550
11699,0,989,603,1016,632
11699,1,1046,554,1075,583
11699,2,1001,586,1026,619
11699,3,942,516,965,543
11699,4,937,520,964,550
11700,0,989,603,1016,632
11700,1,1046,554,1075,583
11700,2,1001,586,1026,619
11700,3,942,515,965,542
11700,4,937,520,964,550
11701,0,989,603,1016,632
11701,1,1046,554,1075,583
11701,2,1001,586,1026,619
11701,3,942,515,965,542
11701,4,937,520,964,550
11702,0,989,603,1016,632
11702,1,1046,554,1075,583
11702,2,1001,586,1026,619
11702,3,942,515,965,542
11702,4,937,519,964,549
11703,0,989,603,1016,632
11703,1,1046,554,1075,583
11703,2,1001,586,1026,619
11703,3,942,515,965,542
11703,4,937,519,964,549
11704,0,989,603,1016,632
11704,1,1046,554,1075,583
11704,2,1001,586,1026,619
11704,3,942,515,965,542
11704,4,937,519,964,549
11705,0,989,603,1016,632
11705,1,1046,554,1075,583
11705,2,1001,586,1026,619
11705,3,942,515,965,542
11705,4,937,519,964,549
11706,0,989,603,1016,632
11706,1,1046,554,1075,583
11706,2,1001,586,1026,619
11706,3,942,515,965,542
11706,4,937,519,964,549
11707,0,989,603,1016,632
11707,1,1046,554,1075,583
11707,2,1001,586,1026,619
11707,3,941,515,964,542
11707,4,937,519,964,549
11708,0,989,603,1016,632
11708,1,1046,554,1075,583
11708,2,1001,586,1026,619
11708,3,941,515,964,542
11708,4,937,519,964,549
11709,0,989,603,1016,632
11709,1,1046,554,1075,583
11709,2,1001,586,1026,619
11709,3,941,515,964,542
11709,4,936,519,963,549
11710,0,989,603,1016,632
11710,1,1046,554,1075,583
11710,2,1001,586,1026,619
11710,3,941,515,964,542
11710,4,936,519,963,549
11711,0,989,603,1016,632
11711,1,1046,554,1075,583
11711,2,1001,586,1026,619
11711,3,941,515,964,542
11711,4,936,519,963,549
11712,0,989,603,1016,632
11712,1,1046,554,1075,583
11712,2,1001,586,1026,619
11712,3,941,515,964,542
11712,4,936,519,963,549
11713,0,989,603,1016,632
11713,1,1046,554,1075,583
11713,2,1001,586,1026,619
11713,3,941,515,964,542
11713,4,936,519,963,549
11714,0,989,603,1016,632
11714,1,1046,554,1075,583
11714,2,1001,586,1026,619
11714,3,941,515,964,542
11714,4,936,519,963,549
11715,0,989,603,1016,632
11715,1,1046,554,1075,583
11715,2,1001,586,1026,619
11715,3,941,515,964,542
11715,4,936,519,963,549
11716,0,989,603,1016,632
11716,1,1046,554,1075,583
11716,2,1001,586,1026,619
11716,3,941,515,964,542
11716,4,936,519,963,549
11717,0,989,603,1016,632
11717,1,1046,554,1075,583
11717,2,1001,586,1026,619
11717,3,941,515,964,542
11717,4,936,519,963,549
11718,0,989,603,1016,632
11718,1,1046,554,1075,583
11718,2,1001,586,1026,619
11718,3,941,515,964,542
11718,4,936,519,963,549
11719,0,989,603,1016,632
11719,1,1046,554,1075,583
11719,2,1001,586,1026,619
11719,3,941,515,964,542
11719,4,936,519,963,549
11720,0,989,603,1016,632
11720,1,1046,554,1075,583
11720,2,1001,586,1026,619
11720,3,941,514,964,541
11720,4,936,519,963,549
11721,0,989,603,1016,632
11721,1,1046,554,1075,583
11721,2,1001,586,1026,619
11721,3,941,514,964,541
11721,4,936,519,963,549
11722,0,989,603,1016,632
11722,1,1046,554,1075,583
11722,2,1001,586,1026,619
11722,3,941,514,964,541
11722,4,936,519,963,549
11723,0,989,603,1016,632
11723,1,1046,554,1075,583
11723,2,1001,586,1026,619
11723,3,941,514,964,541
11723,4,936,519,963,549
11724,0,989,603,1016,632
11724,1,1046,554,1075,583
11724,2,1001,586,1026,619
11724,3,941,514,964,541
11724,4,936,519,963,549
11725,0,989,603,1016,632
11725,1,1046,554,1075,583
11725,2,1001,586,1026,619
11725,3,941,514,964,541
11725,4,936,519,963,549
11726,0,989,603,1016,632
11726,1,1046,554,1075,583
11726,2,1001,586,1026,619
11726,3,941,514,964,541
11726,4,936,519,963,549
11727,0,989,603,1016,632
11727,1,1046,554,1075,583
11727,2,1001,586,1026,619
11727,3,941,514,964,541
11727,4,936,519,963,549
11728,0,989,603,1016,632
11728,1,1046,554,1075,583
11728,2,1001,586,1026,619
11728,3,941,514,964,541
11728,4,936,519,963,549
11729,0,989,603,1016,632
11729,1,1046,554,1075,583
11729,2,1001,586,1026,619
11729,3,941,514,964,541
11729,4,936,519,963,549
11730,0,989,603,1016,632
11730,1,1046,554,1075,583
11730,2,1001,586,1026,619
11730,3,940,514,963,541
11730,4,936,519,963,549
11731,0,989,603,1016,632
11731,1,1046,554,1075,583
11731,2,1001,586,1026,619
11731,3,940,514,963,541
11731,4,936,519,963,549
11732,0,989,603,1016,632
11732,1,1046,554,1075,583
11732,2,1001,586,1026,619
11732,3,940,514,963,541
11732,4,936,518,963,548
11733,0,989,603,1016,632
11733,1,1046,554,1075,583
11733,2,1001,586,1026,619
11733,3,940,514,963,541
11733,4,936,518,963,548
11734,0,989,603,1016,632
11734,1,1046,554,1075,583
11734,2,1001,586,1026,619
11734,3,940,514,963,541
11734,4,936,518,963,548
11735,0,989,603,1016,632
11735,1,1047,554,1076,583
11735,2,1001,586,1026,619
11735,3,940,514,963,541
11735,4,936,518,963,548
11736,0,989,603,1016,632
11736,1,1047,554,1076,583
11736,2,1001,586,1026,619
11736,3,940,514,963,541
11736,4,936,518,963,548
11737,0,989,603,1016,632
11737,1,1047,554,1076,583
11737,2,1001,586,1026,619
11737,3,940,514,963,541
11737,4,935,518,962,548
11738,0,989,603,1016,632
11738,1,1047,554,1076,583
11738,2,1001,586,1026,619
11738,3,940,514,963,541
11738,4,935,518,962,548
11739,0,989,603,1016,632
11739,1,1047,554,1076,583
11739,2,1001,586,1026,619
11739,3,940,514,963,541
11739,4,935,518,962,548
11740,0,989,603,1016,632
11740,1,1047,554,1076,583
11740,2,1001,586,1026,619
11740,3,940,513,963,540
11740,4,935,518,962,548
11741,0,989,603,1016,632
11741,1,1047,554,1076,583
11741,2,1001,586,1026,619
11741,3,940,513,963,540
11741,4,935,518,962,548
11742,0,989,603,1016,632
11742,1,1047,554,1076,583
11742,2,1001,586,1026,619
11742,3,940,513,963,540
11742,4,935,518,962,548
11743,0,989,603,1016,632
11743,1,1047,554,1076,583
11743,2,1001,586,1026,619
11743,3,940,513,963,540
11743,4,935,518,962,548
11744,0,989,603,1016,632
11744,1,1047,554,1076,583
11744,2,1001,586,1026,619
11744,3,940,513,963,540
11744,4,935,518,962,548
11745,0,989,603,1016,632
11745,1,1047,554,1076,583
11745,2,1001,586,1026,619
11745,3,940,513,963,540
11745,4,935,518,962,548
11746,0,989,603,1016,632
11746,1,1047,554,1076,583
11746,2,1001,586,1026,619
11746,3,940,513,963,540
11746,4,935,518,962,548
11747,0,989,603,1016,632
11747,1,1047,554,1076,583
11747,2,1001,586,1026,619
11747,3,940,513,963,540
11747,4,935,518,962,548
11748,0,989,603,1016,632
11748,1,1047,554,1076,583
11748,2,1001,586,1026,619
11748,3,940,513,963,540
11748,4,935,518,962,548
11749,0,989,603,1016,632
11749,1,1047,554,1076,583
11749,2,1001,586,1026,619
11749,3,940,513,963,540
11749,4,935,518,962,548
11750,0,989,603,1016,632
11750,1,1047,554,1076,583
11750,2,1001,586,1026,619
11750,3,940,513,963,540
11750,4,935,518,962,548
11751,0,989,603,1016,632
11751,1,1047,554,1076,583
11751,2,1001,586,1026,619
11751,3,940,513,963,540
11751,4,935,518,962,548
11752,0,989,603,1016,632
11752,1,1047,554,1076,583
11752,2,1001,586,1026,619
11752,3,940,513,963,540
11752,4,935,518,962,548
11753,0,989,603,1016,632
11753,1,1047,554,1076,583
11753,2,1001,586,1026,619
11753,3,939,513,962,540
11753,4,935,518,962,548
11754,0,989,603,1016,632
11754,1,1047,554,1076,583
11754,2,1001,586,1026,619
11754,3,939,513,962,540
11754,4,935,518,962,548
11755,0,989,603,1016,632
11755,1,1047,554,1076,583
11755,2,1001,586,1026,619
11755,3,939,513,962,540
11755,4,935,518,962,548
11756,0,989,603,1016,632
11756,1,1047,554,1076,583
11756,2,1001,586,1026,619
11756,3,939,513,962,540
11756,4,935,518,962,548
11757,0,989,603,1016,632
11757,1,1047,554,1076,583
11757,2,1001,586,1026,619
11757,3,939,513,962,540
11757,4,935,518,962,548
11758,0,989,603,1016,632
11758,1,1047,554,1076,583
11758,2,1001,586,1026,619
11758,3,939,513,962,540
11758,4,935,518,962,548
11759,0,989,603,1016,632
11759,1,1047,554,1076,583
11759,2,1001,586,1026,619
11759,3,939,513,962,540
11759,4,935,518,962,548
11760,0,989,603,1016,632
11760,1,1047,554,1076,583
11760,2,1001,586,1026,619
11760,3,939,512,962,539
11760,4,935,518,962,548
11761,0,989,603,1016,632
11761,1,1047,554,1076,583
11761,2,1000,586,1025,619
11761,3,939,512,962,539
11761,4,935,518,962,548
11762,0,989,603,1016,632
11762,1,1047,554,1076,583
11762,2,1000,586,1025,619
11762,3,939,512,962,539
11762,4,935,518,962,548
11763,0,989,603,1016,632
11763,1,1047,553,1076,582
11763,2,1000,586,1025,619
11763,3,939,512,962,539
11763,4,935,517,962,547
11764,0,989,603,1016,632
11764,1,1047,553,1076,582
11764,2,1000,586,1025,619
11764,3,939,512,962,539
11764,4,935,517,962,547
11765,0,989,603,1016,632
11765,1,1047,553,1076,582
11765,2,1000,586,1025,619
11765,3,939,512,962,539
11765,4,934,517,961,547
11766,0,989,603,1016,632
11766,1,1047,553,1076,582
11766,2,1000,586,1025,619
11766,3,939,512,962,539
11766,4,934,517,961,547
11767,0,988,603,1015,632
11767,1,1047,553,1076,582
11767,2,1000,586,1025,619
11767,3,939,512,962,539
11767,4,934,517,961,547
11768,0,988,603,1015,632
11768,1,1047,553,1076,582
11768,2,1000,586,1025,619
11768,3,939,512,962,539
11768,4,934,517,961,547
11769,0,988,603,1015,632
11769,1,1047,553,1076,582
11769,2,1000,586,1025,619
11769,3,939,512,962,539
11769,4,934,517,961,547
11770,0,988,603,1015,632
11770,1,1047,553,1076,582
11770,2,1000,586,1025,619
11770,3,939,512,962,539
11770,4,934,517,961,547
11771,0,988,603,1015,632
11771,1,1047,553,1076,582
11771,2,1000,586,1025,619
11771,3,939,512,962,539
11771,4,934,517,961,547
11772,0,988,603,1015,632
11772,1,1047,553,1076,582
11772,2,1000,586,1025,619
11772,3,939,512,962,539
11772,4,934,517,961,547
11773,0,988,603,1015,632
11773,1,1047,553,1076,582
11773,2,1000,586,1025,619
11773,3,939,512,962,539
11773,4,934,517,961,547
11774,0,988,603,1015,632
11774,1,1047,554,1076,582
11774,2,1000,586,1025,619
11774,3,939,512,962,539
11774,4,934,517,961,547
11775,0,988,603,1015,632
11775,1,1047,554,1076,582
11775,2,1000,586,1025,619
11775,3,939,512,962,539
11775,4,934,517,961,547
11776,0,988,603,1015,632
11776,1,1047,554,1076,582
11776,2,1000,586,1025,619
11776,3,938,512,961,539
11776,4,934,517,961,547
11777,0,988,603,1015,632
11777,1,1047,554,1076,582
11777,2,1000,586,1025,619
11777,3,938,512,961,539
11777,4,934,517,961,547
11778,0,988,603,1015,632
11778,1,1047,554,1076,582
11778,2,1000,586,1025,619
11778,3,938,512,961,539
11778,4,934,517,961,547
11779,0,988,603,1015,632
11779,1,1047,554,1076,582
11779,2,1000,586,1025,619
11779,3,938,512,961,539
11779,4,934,517,961,547
11780,0,988,603,1015,632
11780,1,1047,554,1076,582
11780,2,1000,586,1025,619
11780,3,938,511,961,538
11780,4,934,517,961,547
11781,0,988,603,1015,632
11781,1,1047,554,1076,582
11781,2,1000,586,1025,619
11781,3,938,511,961,538
11781,4,934,517,961,547
11782,0,988,603,1015,632
11782,1,1047,554,1076,582
11782,2,1000,586,1025,619
11782,3,938,511,961,538
11782,4,934,517,961,547
11783,0,988,603,1015,632
11783,1,1047,554,1076,582
11783,2,1000,586,1025,619
11783,3,938,511,961,538
11783,4,934,517,961,547
11784,0,988,603,1015,632
11784,1,1047,554,1076,582
11784,2,1000,586,1025,619
11784,3,938,511,961,538
11784,4,934,517,961,547
11785,0,988,603,1015,632
11785,1,1047,554,1076,582
11785,2,1000,586,1025,619
11785,3,938,511,961,538
11785,4,934,517,961,547
11786,0,988,603,1015,632
11786,1,1047,554,1076,582
11786,2,1000,586,1025,619
11786,3,938,511,961,538
11786,4,934,517,961,547
11787,0,988,603,1015,632
11787,1,1047,554,1076,582
11787,2,1000,586,1025,619
11787,3,938,511,961,538
11787,4,934,517,961,547
11788,0,988,603,1015,632
11788,1,1047,554,1076,582
11788,2,1000,586,1025,619
11788,3,938,511,961,538
11788,4,934,517,961,547
11789,0,988,603,1015,632
11789,1,1047,554,1076,582
11789,2,1000,586,1025,619
11789,3,938,511,961,538
11789,4,934,517,961,547
11790,0,988,603,1015,632
11790,1,1047,554,1076,582
11790,2,1000,586,1025,619
11790,3,938,511,961,538
